nsecode,name,bsecode,per_chg,close,volume
ONGC,Oil & Natural Gas Corporation Limited,500312,5.01,322.5,51435537
APOLLOTYRE,Apollo Tyres Limited,500877,4.04,539.75,9379442
CANBK,Canara Bank,532483,4.02,117.25,49372062
GAIL,Gail (india) Limited,532155,3.69,237.16,32695974
AUROPHARMA,Aurobindo Pharma Limited,524804,3.62,1374.85,6364673
MCX,Multi Commodity Exchange Of India Limited,534091,3.54,3904.85,657168
SBILIFE,SBI Life Insurance Company Ltd,540719,3.24,1613.45,2498480
INDIACEM,The India Cements Limited,530005,3.21,307.4,15422257
PETRONET,Petronet Lng Limited,532522,3.2,349.9,6509446
SHRIRAMFIN,Shriram Finance Ltd,511218,3.15,2882.3,1480043
LICHSGFIN,Lic Housing Finance Limited,500253,3.03,803.3,3307875
