nsecode,name,bsecode,close,per_chg,volume
SAMMAANCAP,Sammaan Capital Ltd,535789,154.26,8.79,120079677
GRASIM,Grasim Industries Limited,500300,3154.5,6.17,4417489
ANGELONE,Angel One Ltd,,339.65,4.51,25211127
MOTHERSON,Samvardhana Motherson International Ltd,517334,137.0,3.65,65674007
