nsecode,name,bsecode,close,per_chg,volume
GVT&D,GE Vernova T&D India Ltd,522275,4696.4,4.4,518679
BANDHANBNK,Bandhan Bank Ltd,541153,216.52,4.16,23750005
BHEL,Bharat Heavy Electricals Limited,500103,417.95,3.48,19808847
KALYANKJIL,Kalyan Jewellers India Ltd,543278,548.1,3.46,63633358
ETERNAL,Eternal Ltd,543320,294.8,3.02,45125835
