nsecode,name,bsecode,per_chg,close,volume
BALRAMCHIN,Balrampur Chini Mills Limited,500038,5.06,492.15,2510690
AARTIIND,Aarti Industries Limited,524208,4.93,754.15,1639495
AUROPHARMA,Aurobindo Pharma Limited,524804,4.53,1465.15,2819701
LUPIN,Lupin Limited,500257,4.38,1994.45,5796751
IEX,Indian Energy Exchange Ltd,540750,4.19,197.87,16334341
PIIND,Pi Industries Limited,523642,3.69,4422.2,891155
ZYDUSLIFE,Zydus Lifesciences Ltd,532321,3.68,1272.85,2579230
UNITDSPR,United Spirits Ltd,532432,3.66,1462.8,1689987
SYNGENE,Syngene International Limited,539268,3.58,850.35,969209
LALPATHLAB,Dr. Lal Path Labs Ltd.,539524,3.36,3274.6,561902
TORNTPHARM,Torrent Pharmaceuticals Limited,500420,3.2,3323.65,273861
PIDILITIND,Pidilite Industries Limited,500331,3.19,3152.85,698319
METROPOLIS,Metropolis Healthcare Ltd,542650,3.15,2104.3,230158
