bsecode,close,name,nsecode,per_chg,volume
531213,116.65,Manappuram Finance Limited,MANAPPURAM,7.22,32977702.0
532777,4360.85,Info Edge (india) Limited,NAUKRI,6.36,2104229.0
500440,455.55,Hindalco Industries Limited,HINDALCO,5.98,30135088.0
500086,179.3,Exide Industries Limited,EXIDEIND,4.95,9130844.0
532644,2939.9,Jk Cement Limited,JKCEMENT,4.38,407419.0
532296,430.5,Glenmark Pharmaceuticals Limited,GLENMARK,4.09,3100084.0
500425,580.3,Ambuja Cements Limited,AMBUJACEM,4.08,9070550.0
500477,152.75,Ashok Leyland Limited,ASHOKLEY,3.38,25561145.0
532286,515.1,Jindal Steel & Power Limited,JINDALSTEL,3.25,5697689.0
532424,844.9,Godrej Consumer Products Limited,GODREJCP,3.16,1564707.0
532541,4018.35,Coforge (Niit Tech),COFORGE,3.1,443136.0
508869,4556.7,Apollo Hospitals Enterprise Limited,APOLLOHOSP,3.06,886587.0
