nsecode,name,bsecode,close,per_chg,volume
PAYTM,One 97 Communications Ltd,543396,1584.1,9.88,20046110
NAUKRI,Info Edge (india) Limited,532777,1282.0,4.63,5801604
MCX,Multi Commodity Exchange Of India Limited,534091,2759.3,4.6,4554692
DMART,Avenue Supermarts Ltd,540376,4054.0,3.95,552732
