nsecode,name,bsecode,per_chg,close,volume
ADANIGREEN,Adani Green Energy Ltd,541450,10.79,1112.6,36232727
SAIL,Steel Authority Of India Limited,500113,6.35,140.55,143438521
IOC,Indian Oil Corporation Limited,530965,5.55,163.09,58449093
ADANIENSOL,Adani Energy Solutions Ltd,539254,5.03,967.55,6202463
NBCC,Nbcc (india) Limited,534309,4.45,115.22,19778162
HUDCO,Housing and Urban Development Corporation,540530,4.32,235.68,8765779
HINDPETRO,Hindustan Petroleum Corporation Limited,500104,3.69,468.85,8351676
CGPOWER,CG Power and Industrial Solutions Ltd,500093,3.61,748.6,6067360
PFC,Power Finance Corporation Limited,532810,3.6,408.8,10111788
GAIL,Gail (india) Limited,532155,3.46,184.64,16216434
BHEL,Bharat Heavy Electricals Limited,500103,3.39,245.39,14046107
AMBUJACEM,Ambuja Cements Limited,500425,3.04,571.75,3787089
TATAPOWER,Tata Power Company Limited,500400,3.02,410.7,10944400
