nsecode,name,bsecode,close,per_chg,volume
CGPOWER,CG Power and Industrial Solutions Ltd,500093,880.05,6.53,8524215
SAIL,Steel Authority Of India Limited,500113,173.55,5.18,25348224
NAM-INDIA,Nippon Life India Asset Management Ltd,540767,1202.0,3.18,1990516
