nsecode,name,bsecode,close,per_chg,volume
BAJFINANCE,Bajaj Finance Limited,500034,1141.2,8.32,40814590
HYUNDAI,Hyundai Motor India Ltd,544274,2180.7,8.05,5531547
BAJAJFINSV,Bajaj Finserv Limited,532978,2029.1,6.27,3731886
GAIL,Gail (india) Limited,532155,181.44,4.49,38893443
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,1849.9,4.29,2944385
KEI,Kei Industries Limited,517569,4999.0,4.16,481434
M&M,Mahindra & Mahindra Limited,500520,3398.5,3.5,6131873
BSE,BSE (Bombay stock exchange) Ltd,20,3646.2,3.28,2753390
