nsecode,name,bsecode,close,per_chg,volume
MCX,Multi Commodity Exchange Of India Limited,534091,2671.8,4.55,4027322
TATASTEEL,Tata Steel Limited,500470,195.43,4.54,45672442
BSE,BSE (Bombay stock exchange) Ltd,20,2973.6,3.88,5772951
