nsecode,name,bsecode,close,per_chg,volume
BHEL,Bharat Heavy Electricals Limited,500103,377.05,6.99,104983361
LAURUSLABS,Laurus Labs Limited,540222,1166.4,5.94,4720716
ADANIGREEN,Adani Green Energy Ltd,541450,1290.7,5.18,6304755
ADANIPORTS,Adani Ports And Special Economic Zone Limited,532921,1742.6,5.15,7171346
HAL,Hindustan Aeronautics Ltd,541154,4559.5,5.09,2841170
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,1639.5,4.9,5637755
MANAPPURAM,Manappuram Finance Limited,531213,305.15,3.67,7852190
BANDHANBNK,Bandhan Bank Ltd,541153,206.76,3.52,40101677
ADANIENT,Adani Enterprises Limited,512599,2485.7,3.21,6039537
