nsecode,name,bsecode,close,per_chg,volume
JSWENERGY,Jsw Energy Limited,533148,509.6,4.24,8068921
MCX,Multi Commodity Exchange Of India Limited,534091,2765.6,3.6,4807666
ADANIPOWER,Adani Power Limited,533096,181.35,3.15,91406261
