nsecode,name,bsecode,per_chg,close,volume
BALKRISIND,Balkrishna Industries Limited,502355,9.11,3052.7,3398051
VEDL,Vedanta Limited,500295,7.22,491.7,34592201
ABFRL,Aditya Birla Fashion And Retail Limited,535755,6.57,281.4,19675867
BEL,Bharat Electronics Limited,500049,5.93,274.15,127035921
JINDALSTEL,Jindal Steel & Power Limited,532286,5.14,1068.95,3541313
HINDALCO,Hindalco Industries Limited,500440,5.04,693.6,15976672
COALINDIA,Coal India Limited,533278,4.46,490.65,27356982
HINDPETRO,Hindustan Petroleum Corporation Limited,500104,4.32,526.85,10611742
TATASTEEL,Tata Steel Limited,500470,3.84,174.35,84833644
JSWSTEEL,Jsw Steel Limited,500228,3.67,923.45,5938708
METROPOLIS,Metropolis Healthcare Ltd,542650,3.38,1902.75,356918
ADANIPORTS,Adani Ports And Special Economic Zone Limited,532921,3.38,1385.5,4200578
SAIL,Steel Authority Of India Limited,500113,3.07,174.35,66484390
