nsecode,name,bsecode,per_chg,close,volume
ICICIGI,ICICI Lombard General Insurance Company Ltd,540716,8.92,2020.3,7140189
PRESTIGE,Prestige Estates Projects Limited,533274,4.51,1676.0,2176330
IIFL,Iifl Holdings Limited,532636,4.33,506.25,2376538
BAJFINANCE,Bajaj Finance Limited,500034,4.0,1059.9,10205158
NESTLEIND,Nestle India Limited,500790,3.9,1221.4,2283392
COFORGE,Coforge (Niit Tech),532541,3.82,1765.4,2653260
AUBANK,AU Small Finance Bank,540611,3.81,802.1,3804314
LTF,L&T Finance Ltd,533519,3.28,271.55,7835400
BAJAJFINSV,Bajaj Finserv Limited,532978,3.2,2084.1,1497249
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,3.2,1698.4,2004535
PHOENIXLTD,The Phoenix Mills Limited,503100,3.11,1676.3,1339239
