nsecode,name,bsecode,per_chg,close,volume
INDIACEM,The India Cements Limited,530005,7.85,251.35,24483492
IBULHSGFIN,Indiabulls Housing Finance Limited,535789,5.8,204.15,51950772
GAIL,Gail (india) Limited,532155,4.77,131.9,82083861
MUTHOOTFIN,Muthoot Finance Limited,533398,4.67,1481.9,1961530
ABB,Abb India Limited,500002,4.14,4419.75,558962
TRENT,Trent Limited,500251,4.13,2787.0,2343154
BEL,Bharat Electronics Limited,500049,3.48,145.9,27591484
ALKEM,Alkem Laboratories Limited,539523,3.42,4723.55,372051
BHEL,Bharat Heavy Electricals Limited,500103,3.27,170.45,125768226
MCX,Multi Commodity Exchange Of India Limited,534091,3.23,3195.35,2300838
GRANULES,Granules India Limited,532482,3.2,399.55,6996856
