nsecode,name,bsecode,close,per_chg,volume
VEDL,Vedanta Limited,500295,279.0,4.1,23088301
HINDZINC,Hindustan Zinc Limited,500188,594.9,3.66,14189716
CDSL,Central Depository Services Ltd,,1388.9,3.19,3743675
