nsecode,name,bsecode,per_chg,close,volume
RECLTD,Rural Electrification Corporation Limited,532955,7.53,467.5,35198592
NATIONALUM,National Aluminium Company Limited,532234,6.98,135.6,37870264
PFC,Power Finance Corporation Limited,532810,6.62,421.75,26232960
INDUSTOWER,Indus Towers Ltd (Bharti Infratel),534816,5.92,229.95,45883653
HINDCOPPER,Hindustan Copper Limited,513599,5.78,273.65,15640330
SAIL,Steel Authority Of India Limited,500113,5.74,115.05,37267385
ABFRL,Aditya Birla Fashion And Retail Limited,535755,5.66,235.3,13447714
JKCEMENT,Jk Cement Limited,532644,4.81,4138.0,475953
GAIL,Gail (india) Limited,532155,4.68,164.55,18968981
NMDC,Nmdc Limited,526371,4.62,211.8,17860496
HINDALCO,Hindalco Industries Limited,500440,4.39,565.15,8619429
TATASTEEL,Tata Steel Limited,500470,3.88,135.15,39340119
ALKEM,Alkem Laboratories Limited,539523,3.82,4999.6,230011
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,542830,3.77,970.6,8909650
GLENMARK,Glenmark Pharmaceuticals Limited,532296,3.73,890.2,862176
MANAPPURAM,Manappuram Finance Limited,531213,3.71,174.55,12305264
BALKRISIND,Balkrishna Industries Limited,502355,3.53,2714.55,262223
PNB,Punjab National Bank,532461,3.49,102.2,65088374
CUMMINSIND,Cummins India Limited,500480,3.48,2170.8,1066789
POWERGRID,Power Grid Corporation Of India Limited,532898,3.47,246.2,28309825
HCLTECH,Hcl Technologies Limited,532281,3.46,1576.4,2136023
MOTHERSON,Motherson Sumi Systems Limited,517334,3.43,110.0,20934161
COLPAL,Colgate Palmolive (india) Limited,500830,3.27,2518.2,440368
ZYDUSLIFE,Zydus Lifesciences Ltd,532321,3.19,752.4,2330199
TATAPOWER,Tata Power Company Limited,500400,3.11,356.95,19810051
BPCL,Bharat Petroleum Corporation Limited,500547,3.05,477.15,7580656
TECHM,Tech Mahindra Limited,532755,3.02,1407.95,2008135
APOLLOTYRE,Apollo Tyres Limited,500877,3.01,525.75,1694554
