nsecode,name,bsecode,close,per_chg,volume
ANGELONE,Angel One Ltd,,299.8,4.83,29274355
APLAPOLLO,Apl Apollo Tubes Limited,533758,2250.0,4.2,955928
BSE,BSE (Bombay stock exchange) Ltd,20,3409.8,3.14,7975058
