nsecode,name,bsecode,close,per_chg,volume
SIEMENS,Siemens Limited,500550,4114.0,4.95,1317215
SAIL,Steel Authority Of India Limited,500113,179.65,3.57,48226622
GLENMARK,Glenmark Pharmaceuticals Limited,532296,2390.7,3.14,710023
