nsecode,name,bsecode,per_chg,close,volume
HINDPETRO,Hindustan Petroleum Corporation Limited,500104,6.44,409.85,28073682
ADANIPORTS,Adani Ports And Special Economic Zone Limited,532921,6.31,1347.1,14191797
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,4.28,1551.5,1794084
SHRIRAMFIN,Shriram Finance Ltd,511218,4.08,628.85,8616953
MAXHEALTH,Max Healthcare Institute Ltd,543220,3.84,1131.7,2847994
IOC,Indian Oil Corporation Limited,530965,3.69,148.56,47549493
MARICO,Marico Limited,531642,3.57,722.65,8525971
ADANIENSOL,Adani Energy Solutions Ltd,539254,3.31,937.2,5711254
M&M,Mahindra & Mahindra Limited,500520,3.26,3021.5,4049197
BPCL,Bharat Petroleum Corporation Limited,500547,3.18,321.05,16037327
