nsecode,name,bsecode,per_chg,close,volume
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,500085,7.16,351.85,11583736
HAL,Hindustan Aeronautics Ltd,541154,6.33,2714.6,6078296
TATAPOWER,Tata Power Company Limited,500400,4.49,294.15,45934967
LTTS,L&t Technology Services Limited,540115,3.93,4858.95,388468
SAIL,Steel Authority Of India Limited,500113,3.76,99.35,74817529
WIPRO,Wipro Limited,507685,3.56,418.75,11041035
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,542830,3.55,740.5,10164743
GLENMARK,Glenmark Pharmaceuticals Limited,532296,3.52,806.5,1504305
GNFC,Gujarat Narmada Valley Fertilizers And Chemicals Limited,500670,3.49,737.45,3479606
NATIONALUM,National Aluminium Company Limited,532234,3.12,99.25,25632937
