nsecode,name,bsecode,per_chg,close,volume
ABFRL,Aditya Birla Fashion And Retail Limited,535755,14.92,305.0,22445833
IEX,Indian Energy Exchange Ltd,540750,8.13,156.95,16873385
SUNTV,Sun Tv Network Limited,532733,8.11,748.25,4037191
TRENT,Trent Limited,500251,8.06,4903.8,1231971
INDHOTEL,The Indian Hotels Company Limited,500850,8.03,572.9,6438482
ASHOKLEY,Ashok Leyland Limited,500477,7.89,224.15,29006990
INDUSINDBK,Indusind Bank Limited,532187,7.87,1500.95,11014467
MCDOWELL-N,United Spirits Limited,532432,7.85,1298.5,2680777
BALKRISIND,Balkrishna Industries Limited,502355,7.78,3123.0,417163
VOLTAS,Voltas Limited,500575,7.39,1459.7,1930010
FEDERALBNK,The Federal Bank  Limited,500469,7.37,166.05,39670558
HINDALCO,Hindalco Industries Limited,500440,7.12,695.25,25836374
MOTHERSON,Motherson Sumi Systems Limited,517334,6.96,152.05,31861778
GRANULES,Granules India Limited,532482,6.95,440.65,2078613
INDIGO,Interglobe Aviation Limited,539448,6.76,4348.5,1729894
CROMPTON,Crompton Greaves Consumer Electricals Limited,539876,6.75,402.25,5639983
GMRINFRA,Gmr Infrastructure Limited,532754,6.72,81.75,71682102
CUB,City Union Bank Limited,532210,6.57,144.45,7105334
M&M,Mahindra & Mahindra Limited,500520,6.53,2740.95,4242881
JUBLFOOD,Jubilant Foodworks Limited,533155,6.49,530.6,7763234
TATASTEEL,Tata Steel Limited,500470,6.45,169.2,60098501
PERSISTENT,Persistent Systems Limited,533179,6.42,3566.95,678737
TVSMOTOR,Tvs Motor Company Limited,532343,6.35,2351.8,1794260
ICICIGI,ICICI Lombard General Insurance Company Ltd,540716,6.13,1630.45,847914
MUTHOOTFIN,Muthoot Finance Limited,533398,6.11,1747.35,472585
GODREJCP,Godrej Consumer Products Limited,532424,5.81,1426.8,5508364
AUROPHARMA,Aurobindo Pharma Limited,524804,5.77,1266.4,1565785
OBEROIRLTY,Oberoi Realty Limited,533273,5.71,1844.95,781426
SHRIRAMFIN,Shriram Finance Ltd,511218,5.61,2387.45,1422819
GLENMARK,Glenmark Pharmaceuticals Limited,532296,5.45,1183.55,935489
MANAPPURAM,Manappuram Finance Limited,531213,5.38,168.5,7547946
COLPAL,Colgate Palmolive (india) Limited,500830,5.35,2960.05,1085390
ASTRAL,Astral Poly Technik Limited,532830,5.18,2116.3,636073
TATACONSUM,TATA Consumer Products Ltd,500800,5.1,1142.4,6089603
METROPOLIS,Metropolis Healthcare Ltd,542650,5.07,1985.15,403408
AARTIIND,Aarti Industries Limited,524208,5.07,628.95,1373864
MARICO,Marico Limited,531642,5.04,645.5,13511763
LTF,L&T Finance Ltd,533519,5.02,156.85,5258202
COROMANDEL,Coromandel International Limited,506395,4.97,1369.8,581495
LALPATHLAB,Dr. Lal Path Labs Ltd.,539524,4.93,2774.75,381892
UBL,United Breweries Limited,532478,4.72,2016.65,852233
AXISBANK,Axis Bank Limited,532215,4.71,1184.5,21039499
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,4.64,1288.5,1309669
HDFCBANK,Hdfc Bank Limited,500180,4.63,1551.8,40815825
ZYDUSLIFE,Zydus Lifesciences Ltd,532321,4.49,1048.65,2720365
HINDUNILVR,Hindustan Unilever Limited,500696,4.26,2602.75,11061076
LUPIN,Lupin Limited,500257,4.2,1630.5,2070212
APOLLOTYRE,Apollo Tyres Limited,500877,4.15,470.15,2206982
DIVISLAB,Divi's Laboratories Limited,532488,4.13,4502.7,1077221
MGL,Mahanagar Gas Limited,539957,4.1,1314.7,474655
SUNPHARMA,Sun Pharmaceuticals Industries Limited,524715,4.02,1487.3,2487724
DABUR,Dabur India Limited,500096,3.81,600.25,21568184
ICICIPRULI,Icici Prudential Life Insurance Company Limited,540133,3.63,562.6,789781
PIDILITIND,Pidilite Industries Limited,500331,3.4,3166.2,632880
NESTLEIND,Nestle India Limited,500790,3.38,2509.85,2028779
TORNTPHARM,Torrent Pharmaceuticals Limited,500420,3.21,2780.4,310617
GUJGASLTD,Gujarat Gas Limited,539336,3.17,550.2,819413
WIPRO,Wipro Limited,507685,3.05,451.5,6133714
