nsecode,name,bsecode,per_chg,close,volume
FEDERALBNK,The Federal Bank  Limited,500469,9.48,270.25,66836048
ANGELONE,Angel One Ltd,,8.98,2752.2,5582743
INFY,Infosys Limited,500209,5.63,1689.8,19335957
TECHM,Tech Mahindra Limited,532755,5.16,1670.5,3733401
AUBANK,AU Small Finance Bank,540611,5.02,1025.4,7202895
360ONE,360 ONE WAM Ltd,542772,4.22,1197.7,4335885
RBLBANK,Rbl Bank Limited,540065,4.04,324.6,16184591
HINDPETRO,Hindustan Petroleum Corporation Limited,500104,4.03,457.9,8060832
MPHASIS,Mphasis Limited,526299,3.5,2886.5,1193508
COFORGE,Coforge (Niit Tech),532541,3.02,1732.3,3448276
