nsecode,name,bsecode,close,per_chg,volume
SAMMAANCAP,Sammaan Capital Ltd,535789,161.46,4.67,43392866
VBL,Varun Beverages Limited,540180,539.45,3.77,18510994
MFSL,Max Financial Services Limited,500271,1680.0,3.32,1105535
