nsecode,name,bsecode,close,per_chg,volume
JSWENERGY,Jsw Energy Limited,533148,567.7,4.9,5700128
UNIONBANK,Union Bank Of India Ltd,532477,175.93,4.43,36352077
OIL,Oil India Limited,533106,453.55,4.18,9434807
MANAPPURAM,Manappuram Finance Limited,531213,337.1,3.58,5049814
COLPAL,Colgate Palmolive (india) Limited,500830,2113.1,3.46,726077
MANKIND,Mankind Pharma Ltd,543904,2565.8,3.28,587022
INDIANB,Indian Bank Ltd,532814,858.5,3.14,4753723
