nsecode,name,bsecode,per_chg,close,volume
AUBANK,AU Small Finance Bank,540611,6.32,623.6,9059537
HDFCAMC,HDFC Asset Management Company Ltd,541729,5.73,4459.8,1077287
LODHA,Macrotech Developers Ltd,543287,4.64,1293.4,1108203
LTF,L&T Finance Ltd,533519,4.62,171.26,15861941
RBLBANK,Rbl Bank Limited,540065,4.57,192.03,8662953
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,4.57,1659.8,3338149
PEL,Piramal Enterprises Limited,500302,4.5,1039.85,552116
MUTHOOTFIN,Muthoot Finance Limited,533398,4.36,2203.6,1434482
DALBHARAT,Dalmia Bharat Limited,533309,3.83,1922.5,426318
FEDERALBNK,The Federal Bank  Limited,500469,3.69,202.04,16250402
POWERGRID,Power Grid Corporation Of India Limited,532898,3.56,320.0,13369014
PAYTM,One 97 Communications Ltd,543396,3.36,878.15,5538404
BAJAJFINSV,Bajaj Finserv Limited,532978,3.35,2103.5,2642028
NHPC,Nhpc Limited,533098,3.21,87.71,20930800
POONAWALLA,Poonawalla Fincorp Ltd,524000,3.12,396.65,1931086
