nsecode,name,bsecode,per_chg,close,volume
HINDCOPPER,Hindustan Copper Limited,513599,4.96,272.08,15247596
DALBHARAT,Dalmia Bharat Limited,533309,4.66,2191.8,727820
SAIL,Steel Authority Of India Limited,500113,4.18,133.62,24148009
SHRIRAMFIN,Shriram Finance Ltd,511218,4.16,703.2,19068571
JINDALSTEL,Jindal Steel & Power Limited,532286,3.8,954.9,2568931
BPCL,Bharat Petroleum Corporation Limited,500547,3.18,329.75,15528180
VEDL,Vedanta Limited,500295,3.07,455.5,10412097
JSL,Jindal Stainless Limited,532508,3.04,694.05,1859912
MARICO,Marico Limited,531642,3.03,726.25,3673197
JIOFIN,Jio Financial Services Ltd,20712,3.03,312.5,37158992
IOC,Indian Oil Corporation Limited,530965,3.03,146.28,24194161
