nsecode,name,bsecode,per_chg,close,volume
INDHOTEL,The Indian Hotels Company Limited,500850,6.06,836.35,6038389
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,5.73,1560.3,2497699
SHRIRAMFIN,Shriram Finance Ltd,511218,5.2,672.0,6085948
POONAWALLA,Poonawalla Fincorp Ltd,524000,4.35,382.25,2721886
TORNTPOWER,Torrent Power Limited,532779,3.93,1623.6,487077
UNIONBANK,Union Bank Of India,532477,3.88,122.4,8748156
SBICARD,SBI Cards & Payment Services Ltd,543066,3.57,882.4,1014687
RAMCOCEM,The Ramco Cements Limited,500260,3.46,969.3,753582
NYKAA,FSN E-Commerce Ventures Ltd,543384,3.31,185.86,14054630
HDFCBANK,Hdfc Bank Limited,500180,3.22,1864.9,24649172
LAURUSLABS,Laurus Labs Limited,540222,3.19,625.15,1956047
DALBHARAT,Dalmia Bharat Limited,533309,3.18,1869.2,309767
APLAPOLLO,Apl Apollo Tubes Limited,533758,3.13,1564.8,375988
BEL,Bharat Electronics Limited,500049,3.05,293.7,19512440
