nsecode,name,bsecode,per_chg,close,volume
TATACOMM,Tata Communications Limited,500483,6.92,1638.4,5049950
POLYCAB,Polycab India Ltd,542652,6.43,3774.8,1485223
RBLBANK,Rbl Bank Limited,540065,4.64,193.9,23095189
IDFCFIRSTB,IDFC First Bank Ltd,539437,4.48,82.8,61675220
IDFC,Idfc Limited,532659,4.08,114.8,15644154
HAL,Hindustan Aeronautics Ltd,541154,3.73,3917.45,3249121
BEL,Bharat Electronics Limited,500049,3.58,127.4,46215137
DIXON,Dixon Technologies,540699,3.49,4386.35,499626
SUNTV,Sun Tv Network Limited,532733,3.4,476.25,1253534
SIEMENS,Siemens Limited,500550,3.27,3766.6,401637
BHEL,Bharat Heavy Electricals Limited,500103,3.02,93.95,22800419
