nsecode,name,bsecode,per_chg,close,volume
BAJAJFINSV,Bajaj Finserv Limited,532978,7.88,1700.65,8022190
ASHOKLEY,Ashok Leyland Limited,500477,5.95,236.08,20394304
SHRIRAMFIN,Shriram Finance Ltd,511218,4.84,3060.05,1459417
M&M,Mahindra & Mahindra Limited,500520,4.19,3211.1,4298090
INFY,Infosys Limited,500209,4.0,1957.85,7083645
POLICYBZR,PB Fintech Ltd,543390,3.97,2203.25,2784644
TVSMOTOR,Tvs Motor Company Limited,532343,3.94,2501.45,1247379
JKCEMENT,Jk Cement Limited,532644,3.25,4745.35,129280
HCLTECH,Hcl Technologies Limited,532281,3.15,1972.2,3487645
IPCALAB,Ipca Laboratories Limited,524494,3.02,1744.05,1046987
