nsecode,name,bsecode,per_chg,close,volume
UBL,United Breweries Limited,532478,9.18,2030.95,2492686
SAIL,Steel Authority Of India Limited,500113,8.14,164.65,176471110
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,500085,5.73,402.2,14988976
NMDC,Nmdc Limited,526371,5.73,248.1,32168850
ACC,Acc Limited,500410,4.23,2556.4,885613
HAL,Hindustan Aeronautics Ltd,541154,3.98,3946.7,4429158
HINDALCO,Hindalco Industries Limited,500440,3.97,636.1,11775700
GAIL,Gail (india) Limited,532155,3.88,207.4,31299709
CIPLA,Cipla Limited,500087,3.82,1398.2,4415480
JSWSTEEL,Jsw Steel Limited,500228,3.68,882.7,4257548
GLENMARK,Glenmark Pharmaceuticals Limited,532296,3.52,1070.95,657378
BIOCON,Biocon Limited,532523,3.37,289.6,24783743
