nsecode,name,bsecode,close,per_chg,volume
KALYANKJIL,Kalyan Jewellers India Ltd,543278,443.0,18.4,117145048
LODHA,Lodha Developers Ltd,543287,1192.15,6.91,7067035
NUVAMA,Nuvama Wealth Management Ltd,543988,1934.6,4.68,524922
PREMIERENE,Premier Energies Ltd,,1089.2,4.34,1970046
GVT&D,GE Vernova T&D India Ltd,522275,4643.4,3.96,537743
PGEL,Pg Electroplast Limited,533581,583.7,3.73,2507674
PHOENIXLTD,The Phoenix Mills Limited,503100,2088.0,3.24,1448148
PAYTM,One 97 Communications Ltd,543396,1262.9,3.23,2379155
