nsecode,name,bsecode,per_chg,close,volume
IDFCFIRSTB,IDFC First Bank Ltd,539437,7.11,71.55,121734090
ICICIGI,ICICI Lombard General Insurance Company Ltd,540716,6.85,2006.2,2498448
DLF,Dlf Limited,532868,6.62,880.35,13717251
MUTHOOTFIN,Muthoot Finance Limited,533398,6.61,2446.2,2308405
OBEROIRLTY,Oberoi Realty Limited,533273,5.96,1908.2,2048555
SHRIRAMFIN,Shriram Finance Ltd,511218,5.65,688.25,20115034
MANAPPURAM,Manappuram Finance Limited,531213,5.53,247.56,27729027
PRESTIGE,Prestige Estates Projects Limited,533274,5.44,1714.6,2728773
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,5.4,1593.2,6915310
RBLBANK,Rbl Bank Limited,540065,5.19,217.63,27875647
SBICARD,SBI Cards & Payment Services Ltd,543066,5.16,993.1,3755601
IIFL,Iifl Holdings Limited,532636,5.09,451.05,5261950
PEL,Piramal Enterprises Limited,500302,4.4,1173.7,1087533
AUBANK,AU Small Finance Bank,540611,4.1,749.55,4971098
BANDHANBNK,Bandhan Bank Ltd,541153,4.01,173.55,15836205
POONAWALLA,Poonawalla Fincorp Ltd,524000,3.98,421.1,3648823
PNBHOUSING,Pnb Housing Finance Limited,540173,3.85,1104.9,6611228
JSWSTEEL,Jsw Steel Limited,500228,3.73,1004.9,2089570
LODHA,Macrotech Developers Ltd,543287,3.71,1516.0,2235584
ABCAPITAL,Aditya Birla Capital Ltd,540691,3.65,233.41,7621338
LTF,L&T Finance Ltd,533519,3.51,189.79,21470221
ASHOKLEY,Ashok Leyland Limited,500477,3.47,242.04,11910986
JSL,Jindal Stainless Limited,532508,3.15,694.7,1992900
AXISBANK,Axis Bank Limited,532215,3.07,1194.6,14715421
