nsecode,name,bsecode,per_chg,close,volume
INFY,Infosys Limited,500209,7.93,1612.75,26754401
OFSS,Oracle Financial Services Software Limited,532466,7.62,4656.75,639005
ONGC,Oil & Natural Gas Corporation Limited,500312,5.45,223.4,39228118
BSOFT,Birlasoft Ltd,532400,5.31,786.7,5713008
TECHM,Tech Mahindra Limited,532755,4.69,1308.05,5023455
TCS,Tata Consultancy Services Limited,532540,3.94,3882.8,6813450
MPHASIS,Mphasis Limited,526299,3.91,2679.6,1571702
WIPRO,Wipro Limited,507685,3.85,465.45,18043367
HCLTECH,Hcl Technologies Limited,532281,3.77,1540.8,5862043
TATACONSUM,TATA Consumer Products Ltd,500800,3.55,1159.0,6018282
PNB,Punjab National Bank,532461,3.06,97.7,78525419
