nsecode,name,bsecode,per_chg,close,volume
LICHSGFIN,Lic Housing Finance Limited,500253,5.19,715.4,10108963
CONCOR,Container Corporation Of India Limited,531344,4.92,1141.35,7365867
HDFCAMC,HDFC Asset Management Company Ltd,541729,4.91,4004.1,638951
AMBUJACEM,Ambuja Cements Limited,500425,4.53,668.7,5320428
FEDERALBNK,The Federal Bank  Limited,500469,3.74,173.86,31959137
BALRAMCHIN,Balrampur Chini Mills Limited,500038,3.49,419.55,7960740
LTF,L&T Finance Ltd,533519,3.47,170.62,13051066
SUNTV,Sun Tv Network Limited,532733,3.43,778.95,6443550
BANKBARODA,Bank Of Baroda,532134,3.13,283.4,29504096
NMDC,Nmdc Limited,526371,3.08,263.1,9493539
CUMMINSIND,Cummins India Limited,500480,3.06,3674.85,941192
