nsecode,name,bsecode,per_chg,close,volume
SHRIRAMFIN,Shriram Finance Ltd,511218,9.18,2925.0,6439336
MPHASIS,Mphasis Limited,526299,6.51,3029.8,3919873
ASHOKLEY,Ashok Leyland Limited,500477,6.0,246.38,45804874
BHARATFORG,Bharat Forge Limited,500493,5.81,1684.9,2755566
PEL,Piramal Enterprises Limited,500302,5.69,992.1,3943694
DIVISLAB,Divi's Laboratories Limited,532488,5.36,4790.6,1262221
MGL,Mahanagar Gas Limited,539957,5.34,1846.1,1685621
TATAPOWER,Tata Power Company Limited,500400,5.04,444.7,33285673
CIPLA,Cipla Limited,500087,5.0,1575.0,4687416
PIIND,Pi Industries Limited,523642,4.96,4207.0,756611
INDUSTOWER,Indus Towers Ltd (Bharti Infratel),534816,4.71,444.85,20829504
BHARTIARTL,Bharti Airtel Limited,532454,4.5,1514.4,9564987
LTF,L&T Finance Ltd,533519,3.88,180.47,7455371
INDHOTEL,The Indian Hotels Company Limited,500850,3.78,647.0,4629592
NMDC,Nmdc Limited,526371,3.78,238.55,8395880
BALKRISIND,Balkrishna Industries Limited,502355,3.77,3280.1,431978
ADANIPORTS,Adani Ports And Special Economic Zone Limited,532921,3.75,1542.75,4500728
JINDALSTEL,Jindal Steel & Power Limited,532286,3.68,972.35,3121650
ADANIENT,Adani Enterprises Limited,512599,3.6,3080.5,1942427
TORNTPHARM,Torrent Pharmaceuticals Limited,500420,3.55,3194.9,309512
WIPRO,Wipro Limited,507685,3.54,524.8,13076998
CANFINHOME,Can Fin Homes Limited,511196,3.52,856.9,831348
LAURUSLABS,Laurus Labs Limited,540222,3.5,449.05,7186333
INDIACEM,The India Cements Limited,530005,3.47,374.05,15095344
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,3.47,1410.95,2239763
METROPOLIS,Metropolis Healthcare Ltd,542650,3.38,2121.4,215282
SAIL,Steel Authority Of India Limited,500113,3.37,147.39,25911057
GMRINFRA,Gmr Infrastructure Limited,532754,3.37,97.27,20947325
ICICIPRULI,Icici Prudential Life Insurance Company Limited,540133,3.31,724.9,3800832
TATASTEEL,Tata Steel Limited,500470,3.28,162.55,45642032
SBILIFE,SBI Life Insurance Company Ltd,540719,3.28,1750.95,2982227
OBEROIRLTY,Oberoi Realty Limited,533273,3.22,1785.0,899262
COALINDIA,Coal India Limited,533278,3.21,509.85,20437968
BALRAMCHIN,Balrampur Chini Mills Limited,500038,3.13,461.3,2054033
BSOFT,Birlasoft Ltd,532400,3.03,727.85,2876480
HCLTECH,Hcl Technologies Limited,532281,3.01,1635.35,2814159
TATACOMM,Tata Communications Limited,500483,3.01,1886.4,588627
