nsecode,name,bsecode,close,per_chg,volume
TATACONSUM,TATA Consumer Products Ltd,500800,1271.0,8.06,19203071
LAURUSLABS,Laurus Labs Limited,540222,1266.8,3.13,3026020
TORNTPHARM,Torrent Pharmaceuticals Limited,500420,4517.1,3.11,567958
