nsecode,name,bsecode,per_chg,close,volume
NAVINFLUOR,Navin Fluorine International Limited,532504,6.79,4554.35,1142911
HINDCOPPER,Hindustan Copper Limited,513599,6.59,150.4,53135652
EXIDEIND,Exide Industries Limited,500086,5.41,263.1,15140281
COALINDIA,Coal India Limited,533278,4.84,240.35,22409256
UBL,United Breweries Limited,532478,3.32,1591.35,1438430
IPCALAB,Ipca Laboratories Limited,524494,3.31,902.4,1051743
TATAPOWER,Tata Power Company Limited,500400,3.25,244.4,27535144
LTTS,L&t Technology Services Limited,540115,3.18,4164.5,622139
NTPC,Ntpc Limited,532555,3.11,225.15,63510580
SBICARD,SBI Cards & Payment Services Ltd,543066,3.04,881.35,1763679
COFORGE,Coforge (Niit Tech),532541,3.01,4845.45,352854
