nsecode,name,bsecode,per_chg,close,volume
MPHASIS,Mphasis Limited,526299,7.07,2910.95,1786753
ABCAPITAL,Aditya Birla Capital Ltd,540691,6.2,216.09,10587128
MCX,Multi Commodity Exchange Of India Limited,534091,5.86,4636.35,1183924
DLF,Dlf Limited,532868,5.51,866.9,8826463
HINDCOPPER,Hindustan Copper Limited,513599,5.12,313.95,14292228
MGL,Mahanagar Gas Limited,539957,5.07,1817.9,607441
GLENMARK,Glenmark Pharmaceuticals Limited,532296,5.0,1565.8,5136030
IEX,Indian Energy Exchange Ltd,540750,4.85,194.82,14692697
METROPOLIS,Metropolis Healthcare Ltd,542650,4.57,2071.9,227808
COROMANDEL,Coromandel International Limited,506395,4.28,1759.75,693778
WIPRO,Wipro Limited,507685,4.26,516.25,12965570
UBL,United Breweries Limited,532478,4.24,1971.75,312571
BIOCON,Biocon Limited,532523,4.06,340.95,3040369
PFC,Power Finance Corporation Limited,532810,4.04,504.25,10378455
TECHM,Tech Mahindra Limited,532755,4.0,1585.3,3224481
BALRAMCHIN,Balrampur Chini Mills Limited,500038,3.99,522.55,3515856
ASHOKLEY,Ashok Leyland Limited,500477,3.85,255.95,11252720
CANFINHOME,Can Fin Homes Limited,511196,3.62,834.55,397103
GRASIM,Grasim Industries Limited,500300,3.5,2600.35,725887
M&M,Mahindra & Mahindra Limited,500520,3.47,2840.45,4376092
TATAMOTORS,Tata Motors Limited,500570,3.39,1098.35,11435650
BEL,Bharat Electronics Limited,500049,3.27,303.3,21353408
