nsecode,name,bsecode,close,per_chg,volume
MOTHERSON,Samvardhana Motherson International Ltd,517334,151.71,4.93,74519440
MAXHEALTH,Max Healthcare Institute Ltd,543220,1123.35,3.85,5156097
