nsecode,name,bsecode,per_chg,close,volume
MCX,Multi Commodity Exchange Of India Limited,534091,8.37,4160.85,4495144
BHARATFORG,Bharat Forge Limited,500493,7.35,1311.85,6402642
ABCAPITAL,Aditya Birla Capital Ltd,540691,6.24,229.8,27820333
AXISBANK,Axis Bank Limited,532215,6.0,1127.0,46136295
SBIN,State Bank Of India,500112,5.12,812.7,36732974
BANKBARODA,Bank Of Baroda,532134,3.69,268.65,23475720
IEX,Indian Energy Exchange Ltd,540750,3.57,159.35,22174713
CANBK,Canara Bank,532483,3.33,616.85,11499958
GMRINFRA,Gmr Infrastructure Limited,532754,3.27,85.15,29717351
CONCOR,Container Corporation Of India Limited,531344,3.26,1004.8,3929729
ALKEM,Alkem Laboratories Limited,539523,3.11,4867.65,150059
