nsecode,name,bsecode,per_chg,close,volume
TATAPOWER,Tata Power Company Limited,500400,10.76,325.8,152381610
IEX,Indian Energy Exchange Ltd,540750,6.77,157.75,56706512
CONCOR,Container Corporation Of India Limited,531344,5.44,842.35,3432629
ZEEL,Zee Entertainment Enterprises Limited,505537,5.25,271.6,34243388
MGL,Mahanagar Gas Limited,539957,4.43,1166.5,1164295
INDUSTOWER,Indus Towers Ltd (Bharti Infratel),534816,4.36,193.8,16212936
MCX,Multi Commodity Exchange Of India Limited,534091,4.32,3310.7,1678152
INDIACEM,The India Cements Limited,530005,4.3,263.25,7972722
ZYDUSLIFE,Zydus Lifesciences Ltd,532321,3.54,657.95,2533954
ALKEM,Alkem Laboratories Limited,539523,3.46,4889.5,374821
