nsecode,name,bsecode,per_chg,close,volume
VEDL,Vedanta Limited,500295,7.04,361.8,75804480
MCDOWELL-N,United Spirits Limited,532432,6.36,1200.1,4341449
HINDPETRO,Hindustan Petroleum Corporation Limited,500104,6.23,487.45,14333302
SUNTV,Sun Tv Network Limited,532733,5.87,630.7,2997261
NMDC,Nmdc Limited,526371,5.75,241.1,47579341
AARTIIND,Aarti Industries Limited,524208,5.22,736.25,5200846
CONCOR,Container Corporation Of India Limited,531344,5.01,970.7,4586719
PETRONET,Petronet Lng Limited,532522,4.83,302.5,33106964
DEEPAKNTR,Deepak Nitrite Limited,506401,4.79,2297.1,803752
MCX,Multi Commodity Exchange Of India Limited,534091,4.6,3903.95,2976414
INDIGO,Interglobe Aviation Limited,539448,4.44,3795.3,2692686
APOLLOTYRE,Apollo Tyres Limited,500877,4.02,488.75,4950136
COALINDIA,Coal India Limited,533278,3.75,456.35,15825331
BPCL,Bharat Petroleum Corporation Limited,500547,3.24,604.75,11143337
IDFC,Idfc Limited,532659,3.19,124.55,10167428
TRENT,Trent Limited,500251,3.04,4021.15,1107300
