nsecode,name,bsecode,per_chg,close,volume
SBIN,State Bank Of India,500112,7.46,1146.0,40852966
SHRIRAMFIN,Shriram Finance Ltd,511218,6.01,1062.7,8667620
MOTHERSON,Samvardhana Motherson International Ltd,517334,5.34,124.41,20428343
VOLTAS,Voltas Limited,500575,4.73,1502.9,769229
FORTIS,Fortis Healthcare Limited,532843,4.16,891.3,1297869
LTF,L&T Finance Ltd,533519,4.05,296.85,4735377
LAURUSLABS,Laurus Labs Limited,540222,3.68,985.5,1493978
DALBHARAT,Dalmia Bharat Limited,533309,3.65,2195.7,175023
INDIANB,Indian Bank,532814,3.59,902.5,2416660
SONACOMS,Sona BLW Precision Forgings Ltd,543300,3.33,530.6,3699776
HINDZINC,Hindustan Zinc Limited,500188,3.31,629.1,7574577
GRASIM,Grasim Industries Limited,500300,3.15,2926.3,681768
KEI,Kei Industries Limited,517569,3.06,4599.1,212259
BSE,BSE (Bombay stock exchange),20,3.04,2985.1,5461587
BHEL,Bharat Heavy Electricals Limited,500103,3.02,274.65,5685381
