nsecode,name,bsecode,per_chg,close,volume
INDIGO,Interglobe Aviation Limited,539448,6.24,3492.05,2463948
HINDCOPPER,Hindustan Copper Limited,513599,5.1,282.55,20516082
MFSL,Max Financial Services Limited,500271,4.63,987.75,4885903
INDUSTOWER,Indus Towers Ltd (Bharti Infratel),534816,4.55,283.65,51320717
MUTHOOTFIN,Muthoot Finance Limited,533398,4.13,1483.15,1560492
HAL,Hindustan Aeronautics Ltd,541154,4.1,3300.8,2573126
GUJGASLTD,Gujarat Gas Limited,539336,3.87,549.3,1034411
GAIL,Gail (india) Limited,532155,3.68,180.5,22744347
VOLTAS,Voltas Limited,500575,3.39,1101.1,1681208
OBEROIRLTY,Oberoi Realty Limited,533273,3.33,1495.05,1528136
METROPOLIS,Metropolis Healthcare Ltd,542650,3.26,1654.2,454541
AUROPHARMA,Aurobindo Pharma Limited,524804,3.26,1053.05,1859790
ICICIPRULI,Icici Prudential Life Insurance Company Limited,540133,3.1,599.9,4000440
