nsecode,name,bsecode,per_chg,close,volume
UNIONBANK,Union Bank Of India,532477,7.87,179.27,88500243
VEDL,Vedanta Limited,500295,6.05,675.75,45759805
MCX,Multi Commodity Exchange Of India Limited,534091,5.41,2417.0,5300087
NATIONALUM,National Aluminium Company Limited,532234,4.52,373.55,27306024
HINDZINC,Hindustan Zinc Limited,500188,3.87,654.2,27694609
INDUSINDBK,Indusind Bank Limited,532187,3.73,944.5,11559313
TATASTEEL,Tata Steel Limited,500470,3.66,189.25,55907778
BANKINDIA,Bank Of India,532149,3.6,152.87,16837377
INDIANB,Indian Bank,532814,3.5,846.4,3279844
DALBHARAT,Dalmia Bharat Limited,533309,3.41,2177.3,485036
PNB,Punjab National Bank,532461,3.34,128.68,34920863
NTPC,Ntpc Limited,532555,3.31,349.1,20389924
SAIL,Steel Authority Of India Limited,500113,3.17,152.44,26571101
