nsecode,name,bsecode,close,per_chg,volume
HINDZINC,Hindustan Zinc Limited,500188,626.5,5.72,19983225
SAIL,Steel Authority Of India Limited,500113,194.9,5.59,44553300
MAHABANK,Bank Of Maharashtra Ltd,532525,85.6,4.77,56264531
VEDL,Vedanta Limited,500295,286.5,4.18,24161109
ATHERENERG,Ather Energy Ltd,544397,1494.6,3.83,4256363
KOTAKBANK,Kotak Mahindra Bank Limited,500247,416.7,3.76,20168995
GVT&D,GE Vernova T&D India Ltd,522275,4340.0,3.7,998745
