nsecode,name,bsecode,per_chg,close,volume
COALINDIA,Coal India Limited,533278,6.85,427.9,35090129
TORNTPOWER,Torrent Power Limited,532779,5.46,1399.4,1781418
NHPC,Nhpc Limited,533098,5.1,83.62,32430153
NATIONALUM,National Aluminium Company Limited,532234,4.99,330.3,21272570
NTPC,Ntpc Limited,532555,4.7,352.1,23128940
DABUR,Dabur India Limited,500096,4.53,522.6,5340608
PAYTM,One 97 Communications Ltd,543396,3.79,1340.6,2213835
INDIANB,Indian Bank,532814,3.46,861.4,3201311
HINDALCO,Hindalco Industries Limited,500440,3.44,925.7,5357771
IIFL,Iifl Holdings Limited,532636,3.38,641.4,2441538
VOLTAS,Voltas Limited,500575,3.32,1430.2,1109054
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,3.31,1781.1,1793036
SAMMAANCAP,Sammaan Capital Ltd,535789,3.05,148.61,20252688
