nsecode,name,bsecode,close,per_chg,volume
ADANIENT,Adani Enterprises Limited,512599,2712.9,8.6,9539233
ZYDUSLIFE,Zydus Lifesciences Ltd,532321,991.7,5.58,4595018
VEDL,Vedanta Limited,500295,338.9,4.81,77635934
MCX,Multi Commodity Exchange Of India Limited,534091,3339.1,4.21,3838705
BSE,BSE (Bombay stock exchange) Ltd,20,4037.6,3.83,6138554
ADANIGREEN,Adani Green Energy Ltd,541450,1414.9,3.53,4875061
DRREDDY,Dr. Reddy's Laboratories Limited,500124,1303.6,3.03,2362951
