nsecode,name,bsecode,close,per_chg,volume
COCHINSHIP,Cochin Shipyard Ltd,540678,1664.7,4.51,11757918
ADANIENSOL,Adani Energy Solutions Ltd,539254,1411.95,3.72,7928505
