bsecode,close,name,nsecode,per_chg,volume
532234,82.65,National Aluminium Company Limited,NATIONALUM,5.62,14651557.0
500103,72.8,Bharat Heavy Electricals Limited,BHEL,4.3,19033336.0
541154,2684.25,Hindustan Aeronautics Ltd,HAL,4.27,1401008.0
540691,152.0,Aditya Birla Capital Ltd,ABCAPITAL,4.22,5527276.0
500469,134.35,The Federal Bank  Limited,FEDERALBNK,4.03,13898807.0
532461,50.15,Punjab National Bank,PNB,3.72,54733648.0
532134,164.4,Bank Of Baroda,BANKBARODA,3.4,25974322.0
540065,161.05,Rbl Bank Limited,RBLBANK,3.34,7628837.0
532483,288.8,Canara Bank,CANBK,3.31,7486961.0
533519,90.2,L&t Finance Holdings Limited,L&TFH,3.26,4927896.0
500113,85.25,Steel Authority Of India Limited,SAIL,3.02,13629694.0
