nsecode,name,bsecode,per_chg,close,volume
HINDCOPPER,Hindustan Copper Limited,513599,11.44,309.85,35423166
INDUSTOWER,Indus Towers Ltd (Bharti Infratel),534816,8.26,315.2,40267500
MCX,Multi Commodity Exchange Of India Limited,534091,6.35,3562.2,763281
NATIONALUM,National Aluminium Company Limited,532234,5.87,161.5,27130487
VEDL,Vedanta Limited,500295,5.83,287.5,17331916
DLF,Dlf Limited,532868,5.71,948.25,8494956
MUTHOOTFIN,Muthoot Finance Limited,533398,5.62,1563.7,1405599
NMDC,Nmdc Limited,526371,5.38,212.6,19948715
CANFINHOME,Can Fin Homes Limited,511196,5.22,792.25,701556
JKCEMENT,Jk Cement Limited,532644,5.08,4283.1,244709
MANAPPURAM,Manappuram Finance Limited,531213,5.05,181.9,10779557
JSWSTEEL,Jsw Steel Limited,500228,5.03,871.95,6053539
SAIL,Steel Authority Of India Limited,500113,4.84,140.75,44340181
BEL,Bharat Electronics Limited,500049,4.76,211.1,45840349
TATASTEEL,Tata Steel Limited,500470,4.68,163.15,84583929
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,500085,4.52,357.45,935237
IEX,Indian Energy Exchange Ltd,540750,4.43,140.3,7437392
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,542830,4.35,970.15,4502891
VOLTAS,Voltas Limited,500575,4.35,1151.6,2195111
LICHSGFIN,Lic Housing Finance Limited,500253,4.13,636.2,1573234
GODREJPROP,Godrej Properties Limited,533150,3.9,2389.7,859720
ABCAPITAL,Aditya Birla Capital Ltd,540691,3.68,181.85,4881150
COROMANDEL,Coromandel International Limited,506395,3.66,1114.45,359468
CUB,City Union Bank Limited,532210,3.48,139.85,4454319
LAURUSLABS,Laurus Labs Limited,540222,3.29,405.25,1061080
TATAPOWER,Tata Power Company Limited,500400,3.23,406.95,17765438
AARTIIND,Aarti Industries Limited,524208,3.12,686.3,1001515
MPHASIS,Mphasis Limited,526299,3.09,2461.75,542188
RBLBANK,Rbl Bank Limited,540065,3.08,247.7,4106471
SHRIRAMFIN,Shriram Finance Ltd,511218,3.05,2431.75,845782
