nsecode,name,bsecode,per_chg,close,volume
VOLTAS,Voltas Limited,500575,7.46,1092.75,9851087
EXIDEIND,Exide Industries Limited,500086,5.33,334.95,7916850
GUJGASLTD,Gujarat Gas Limited,539336,4.8,581.3,2183189
PNB,Punjab National Bank,532461,4.71,114.4,113135172
SYNGENE,Syngene International Limited,539268,4.69,750.5,2208093
BANKBARODA,Bank Of Baroda,532134,4.27,247.6,63750711
AARTIIND,Aarti Industries Limited,524208,4.03,659.1,1513396
DEEPAKNTR,Deepak Nitrite Limited,506401,3.94,2305.9,393059
EICHERMOT,Eicher Motors Limited,505200,3.64,3839.6,759817
M&MFIN,Mahindra & Mahindra Financial Services Limited,532720,3.45,289.2,16951798
SUNPHARMA,Sun Pharmaceuticals Industries Limited,524715,3.4,1418.45,5796356
DIVISLAB,Divi's Laboratories Limited,532488,3.35,3670.6,840784
RAMCOCEM,The Ramco Cements Limited,500260,3.35,1018.2,460907
BIOCON,Biocon Limited,532523,3.23,268.4,4943291
L&TFH,L&t Finance Holdings Limited,533519,3.22,173.2,10043104
COLPAL,Colgate Palmolive (india) Limited,500830,3.16,2569.1,448037
