nsecode,name,bsecode,per_chg,close,volume
SAIL,Steel Authority Of India Limited,500113,7.54,145.5,121450085
PETRONET,Petronet Lng Limited,532522,6.24,290.4,31744882
IOC,Indian Oil Corporation Limited,530965,6.07,184.5,97077698
BPCL,Bharat Petroleum Corporation Limited,500547,6.01,609.3,22630328
IPCALAB,Ipca Laboratories Limited,524494,5.71,1199.15,2350648
HINDPETRO,Hindustan Petroleum Corporation Limited,500104,5.39,535.8,19235513
BIOCON,Biocon Limited,532523,4.88,298.55,23649986
MFSL,Max Financial Services Limited,500271,4.8,913.0,1839099
ZYDUSLIFE,Zydus Lifesciences Ltd,532321,4.8,797.4,3627017
ICICIGI,ICICI Lombard General Insurance Company Ltd,540716,4.76,1590.95,1019177
METROPOLIS,Metropolis Healthcare Ltd,542650,4.65,1744.35,1673724
MGL,Mahanagar Gas Limited,539957,4.5,1533.95,621305
NATIONALUM,National Aluminium Company Limited,532234,4.49,162.75,46564944
HCLTECH,Hcl Technologies Limited,532281,4.4,1623.75,4988311
IEX,Indian Energy Exchange Ltd,540750,4.3,152.85,26776884
TCS,Tata Consultancy Services Limited,532540,4.09,4136.0,4474396
SYNGENE,Syngene International Limited,539268,3.82,769.85,1530997
WIPRO,Wipro Limited,507685,3.59,499.65,14512019
ONGC,Oil & Natural Gas Corporation Limited,500312,3.56,272.3,36708949
VEDL,Vedanta Limited,500295,3.44,283.0,11559491
GUJGASLTD,Gujarat Gas Limited,539336,3.21,615.9,1201435
IGL,Indraprastha Gas Limited,532514,3.16,453.85,2720975
MANAPPURAM,Manappuram Finance Limited,531213,3.15,186.6,9463179
SBILIFE,SBI Life Insurance Company Ltd,540719,3.11,1464.0,1515381
LAURUSLABS,Laurus Labs Limited,540222,3.06,398.65,1418481
