nsecode,name,bsecode,close,per_chg,volume
DRREDDY,Dr. Reddy's Laboratories Limited,500124,1331,9.37,16407707
TORNTPOWER,Torrent Power Limited,532779,1737,4.8,1220697
GLENMARK,Glenmark Pharmaceuticals Limited,532296,2335,4.24,1703667
