nsecode,name,bsecode,per_chg,close,volume
SHRIRAMFIN,Shriram Finance Ltd,511218,6.03,2279.75,2932789
MGL,Mahanagar Gas Limited,539957,5.13,1240.1,1250975
GUJGASLTD,Gujarat Gas Limited,539336,5.03,541.1,3966121
HEROMOTOCO,Hero Motocorp Limited,500182,4.93,4342.2,2133475
TORNTPHARM,Torrent Pharmaceuticals Limited,500420,4.93,2468.95,693516
VOLTAS,Voltas Limited,500575,4.3,1055.7,3915284
ABCAPITAL,Aditya Birla Capital Ltd,540691,4.18,180.55,11644434
RBLBANK,Rbl Bank Limited,540065,4.04,295.0,13928878
SYNGENE,Syngene International Limited,539268,3.72,742.5,1638413
HINDPETRO,Hindustan Petroleum Corporation Limited,500104,3.44,445.5,9144772
EXIDEIND,Exide Industries Limited,500086,3.37,338.85,6817569
TVSMOTOR,Tvs Motor Company Limited,532343,3.32,2087.35,1305313
MCX,Multi Commodity Exchange Of India Limited,534091,3.29,3162.4,409263
TATAPOWER,Tata Power Company Limited,500400,3.13,357.3,33499272
