nsecode,name,bsecode,close,per_chg,volume
BHEL,Bharat Heavy Electricals Limited,500103,433.95,4.44,19967976
CGPOWER,CG Power and Industrial Solutions Ltd,500093,897.9,3.8,5431054
DELHIVERY,Delhivery Ltd,543529,466.0,3.79,4020754
ADANIPOWER,Adani Power Limited,533096,215.0,3.76,70024737
ZYDUSLIFE,Zydus Lifesciences Ltd,532321,1189.2,3.41,3168135
KALYANKJIL,Kalyan Jewellers India Ltd,543278,629.3,3.06,14631430
SONACOMS,Sona BLW Precision Forgings Ltd,543300,819.0,3.02,1914972
