nsecode,name,bsecode,per_chg,close,volume
INDUSTOWER,Indus Towers Ltd (Bharti Infratel),534816,6.96,199.05,48624005
GMRINFRA,Gmr Infrastructure Limited,532754,5.57,80.55,78284106
CROMPTON,Crompton Greaves Consumer Electricals Limited,539876,4.5,310.9,6543873
TATACONSUM,TATA Consumer Products Ltd,500800,4.4,1086.8,5017576
MOTHERSON,Motherson Sumi Systems Limited,517334,4.4,101.95,68869267
IEX,Indian Energy Exchange Ltd,540750,4.02,168.0,78634602
RBLBANK,Rbl Bank Limited,540065,3.87,279.3,27309804
ASHOKLEY,Ashok Leyland Limited,500477,3.57,181.55,38292309
TATAMOTORS,Tata Motors Limited,500570,3.46,779.95,41170191
APOLLOTYRE,Apollo Tyres Limited,500877,3.45,454.05,3264903
EXIDEIND,Exide Industries Limited,500086,3.33,317.85,9953048
GAIL,Gail (india) Limited,532155,3.18,162.1,57370272
