bsecode,close,name,nsecode,per_chg,volume
500850,237.8,The Indian Hotels Company Limited,INDHOTEL,5.67,9022779.0
532483,209.0,Canara Bank,CANBK,5.53,13031523.0
500520,998.35,Mahindra & Mahindra Limited,M&M,4.78,11690785.0
500251,1118.9,Trent Limited,TRENT,4.72,547836.0
532504,3859.8,Navin Fluorine International Limited,NAVINFLUOR,4.7,137010.0
500670,654.85,Gujarat Narmada Valley Fertilizers And Chemicals Limited,GNFC,4.56,1910643.0
535755,271.45,Aditya Birla Fashion And Retail Limited,ABFRL,4.52,2848636.0
500002,2385.75,Abb India Limited,ABB,4.45,411157.0
532720,179.1,Mahindra & Mahindra Financial Services Limited,M&MFIN,4.4,2576517.0
512599,2165.65,Adani Enterprises Limited,ADANIENT,4.11,1384584.0
500400,233.25,Tata Power Company Limited,TATAPOWER,3.83,19674867.0
532689,1862.5,Pvr Limited,PVR,3.74,544719.0
503806,2450.05,Srf Limited,SRF,3.73,679917.0
500325,2664.8,Reliance Industries Limited,RELIANCE,3.48,6393341.0
511243,676.6,Cholamandalam Investment And Finance Company Limited,CHOLAFIN,3.03,1518848.0
