nsecode,name,bsecode,close,per_chg,volume
OIL,Oil India Limited,533106,490.95,7.66,31731906
ONGC,Oil & Natural Gas Corporation Limited,500312,294.5,4.8,52080828
BIOCON,Biocon Limited,532523,402.45,3.07,11231905
