nsecode,name,bsecode,per_chg,close,volume
RECLTD,Rural Electrification Corporation Limited,532955,4.68,607.6,29744866
MARICO,Marico Limited,531642,4.22,641.3,7813766
GODREJCP,Godrej Consumer Products Limited,532424,3.8,1426.0,2471652
ONGC,Oil & Natural Gas Corporation Limited,500312,3.8,299.15,53136198
BHEL,Bharat Heavy Electricals Limited,500103,3.78,328.35,45685018
NATIONALUM,National Aluminium Company Limited,532234,3.66,206.31,25666049
HINDCOPPER,Hindustan Copper Limited,513599,3.46,342.25,14694568
GAIL,Gail (india) Limited,532155,3.38,230.49,28199193
BEL,Bharat Electronics Limited,500049,3.26,334.6,70983243
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,500085,3.22,534.3,7868256
