nsecode,name,bsecode,close,per_chg,volume
MOTHERSON,Samvardhana Motherson International Ltd,517334,168.5,8.71,115582755
AUROPHARMA,Aurobindo Pharma Limited,524804,1658.0,4.35,2001257
FORTIS,Fortis Healthcare Limited,532843,955.15,3.82,3551821
PGEL,Pg Electroplast Limited,533581,630.65,3.43,11060038
SONACOMS,Sona BLW Precision Forgings Ltd,543300,818.05,3.29,3753214
GRASIM,Grasim Industries Limited,500300,3323.0,3.2,1071215
HINDALCO,Hindalco Industries Limited,500440,1059.6,3.17,9284747
