nsecode,name,bsecode,close,per_chg,volume
LAURUSLABS,Laurus Labs Limited,540222,1500.3,3.47,12321744
TORNTPHARM,Torrent Pharmaceuticals Limited,500420,4657.6,3.13,2069992
