nsecode,name,bsecode,close,per_chg,volume
CAMS,Computer Age Management Services Ltd,543232,797.4,9.11,15618973
ABCAPITAL,Aditya Birla Capital Ltd,540691,360.85,4.34,15428401
AUROPHARMA,Aurobindo Pharma Limited,524804,1428.1,3.79,1811658
NAM-INDIA,Nippon Life India Asset Management Ltd,540767,1052.8,3.29,1093839
ADANIGREEN,Adani Green Energy Ltd,541450,1331.4,3.15,4473238
